region_key,year,season,rainfall_mean,rainfall_sum,rainfall_std,rainfall_min,rainfall_max,lat_first,lon_first
10_76,2019,Rabi,1.513716753113154,320.9079516599886,4.235069307437168,0.0,25.958936512470245,10.375,76.375
10_76,2020,Kharif,6.202970552123001,192.29208711581305,9.30014004906269,0.0,36.21561527252197,10.375,76.375
10_76,2020,Monsoon,16.722081161359874,2040.0939016859047,18.97315630311512,0.0,107.15155005455017,10.375,76.375
10_76,2020,Rabi,2.0729312502665382,441.5343563067727,4.231162429494799,0.0,29.189770996570587,10.375,76.375
10_76,2021,Kharif,18.15751670892801,562.8830179767683,20.49613504829985,1.0320778042078018,76.67906403541565,10.375,76.375
10_76,2021,Monsoon,14.023369146671268,1710.8510358938947,14.472997627136452,0.0,70.10298204421997,10.375,76.375
10_76,2021,Rabi,5.121459390014796,1085.7493906831369,11.631483202142698,0.0,99.34788608551025,10.375,76.375
10_76,2022,Kharif,5.915577079004217,183.38288944913074,6.673389072319782,0.0,23.21274571493268,10.375,76.375
10_76,2022,Monsoon,14.5753969668113,1778.1984299509786,16.755702389416495,0.0,112.93347942829132,10.375,76.375
10_76,2022,Rabi,4.481798653745638,950.1413145940751,9.426706777070532,0.0,69.98232209682465,10.375,76.375
10_76,2023,Kharif,8.85087416987423,274.37709926610114,11.193988581022367,0.0,43.26482433080673,10.375,76.375
10_76,2023,Monsoon,11.696225872923517,1426.939556496669,15.53508596958519,0.0,94.09486031532288,10.375,76.375
10_76,2023,Rabi,2.9869561332550045,633.234700250061,7.154194573666255,0.0,63.43752562999725,10.375,76.375
10_76,2024,Kharif,8.03695759432117,249.14568542395625,7.806413003188357,0.0,31.535787375,10.375,76.375
10_76,2024,Monsoon,15.325452527551743,1869.7052083613125,20.625064713470866,0.0,151.3519705625,10.375,76.375
10_76,2024,Rabi,4.105209000887941,874.4095171891313,10.659690799908732,0.0,67.996775375,10.375,76.375
10_76,2025,Kharif,9.332914297433469,289.3203432204375,10.935779602572001,0.0,36.540811375,10.375,76.375
10_76,2025,Monsoon,16.532640306285654,2016.98211736685,17.031947488443958,0.0,75.248983875,10.375,76.375
10_76,2025,Rabi,4.5107784702169935,947.2634787455687,12.912090468405736,0.0,89.4965131875,10.375,76.375
10_76,2026,Rabi,0.0,0.0,0.0,0.0,0.0,10.375,76.375
10_77,2015,Kharif,2.864976832883493,88.81428181938827,6.11813632431313,0.0,33.24176922440529,10.375,77.375
10_77,2015,Monsoon,2.980055823826735,363.56681050686166,4.357336754035856,0.0,24.558783687651157,10.375,77.375
10_77,2015,Rabi,3.478190405595222,737.376365986187,7.1380508082763,0.0,42.91951084136963,10.375,77.375
10_77,2016,Kharif,4.415407027087865,136.87761783972383,12.051134501256833,0.0,53.559847354888916,10.375,77.375
10_77,2016,Monsoon,2.2157738003574434,270.3244036436081,2.430231819302775,0.0,10.650950049981475,10.375,77.375
10_77,2016,Rabi,0.955466903411639,203.5144504266791,3.247722256706649,0.0,26.56559246778488,10.375,77.375
10_77,2017,Kharif,4.909340624081632,152.1895593465306,6.589050714794061,0.0,20.039800273254514,10.375,77.375
10_77,2017,Monsoon,4.194161068228241,511.68765032384545,7.523065637358652,0.0077753122895956,61.924500942230225,10.375,77.375
10_77,2017,Rabi,1.60381827383513,340.0094740530476,3.711458999014393,0.0,36.918601989746094,10.375,77.375
10_77,2018,Kharif,5.7512654078403305,178.28922764305025,6.276824065252404,0.0,27.605994790792465,10.375,77.375
10_77,2018,Monsoon,4.935374161629311,602.115647718776,6.5839883769210745,0.0,37.28104595094919,10.375,77.375
10_77,2018,Rabi,1.9766231577202045,419.04410943668336,5.3223124630808245,0.0,58.57486283779144,10.375,77.375
10_77,2019,Kharif,8.071134712171531,250.20517607731745,8.946910046060633,0.4622455090284347,33.3165180683136,10.375,77.375
10_77,2019,Monsoon,4.023609507882387,490.88035996165127,6.466136231636845,0.0,53.711323561146855,10.375,77.375
10_77,2019,Rabi,1.1684893767222024,247.7197478651069,2.980478558036337,0.0,23.04413579031825,10.375,77.375
10_77,2020,Kharif,2.534910104342646,78.58221323462203,2.9464789563767155,0.0,10.996321886777878,10.375,77.375
10_77,2020,Monsoon,5.082610977118926,620.078539208509,6.710739651332747,0.0,36.952833622694016,10.375,77.375
10_77,2020,Rabi,2.1242703330580652,452.4695809413679,5.450770031035423,0.0,44.08758524060249,10.375,77.375
10_77,2021,Kharif,7.3657472092027385,228.3381634852849,7.387328173887025,0.2864068578928709,32.71307533979416,10.375,77.375
10_77,2021,Monsoon,4.053026144060718,494.46918957540765,4.3682502131108345,0.0,23.082162708044052,10.375,77.375
10_77,2021,Rabi,3.5155116708307825,745.2884742161259,6.889484023529153,0.0,52.64842391014099,10.375,77.375
10_77,2022,Kharif,6.978186521784313,216.32378217531368,9.317851846126501,0.0,29.890029042959213,10.375,77.375
10_77,2022,Monsoon,5.6324080303883886,687.1537797073834,6.721728538563995,0.0,38.85767933726311,10.375,77.375
10_77,2022,Rabi,2.658028235478889,563.5019859215245,5.897504096878498,0.0,57.34620690345764,10.375,77.375
10_77,2023,Kharif,5.199583490046104,161.1870881914292,6.873548552939573,0.00010560396913205625,28.967830508947372,10.375,77.375
10_77,2023,Monsoon,3.9226054095564846,478.5578599658911,5.1659727795131145,0.0,29.724753115326166,10.375,77.375
10_77,2023,Rabi,2.59042889491485,549.1709257219482,5.284667918068151,0.0,38.02807906270027,10.375,77.375
10_77,2024,Kharif,9.595594516746976,297.46343001915625,9.558955161029473,0.0,38.35841838125,10.375,77.375
10_77,2024,Monsoon,5.2422876938894465,639.5590986545125,6.2020475358571066,0.0,34.53340122625,10.375,77.375
10_77,2024,Rabi,2.1462061675350648,457.14191368496876,6.010358827956829,0.0,60.496632,10.375,77.375
10_77,2025,Kharif,5.808510747146371,180.0638331615375,6.911415912377726,0.0,34.464594375000004,10.375,77.375
10_77,2025,Monsoon,3.753567726527408,457.93526263634374,3.959378348302342,0.0,18.25119677975,10.375,77.375
10_77,2025,Rabi,2.2661093087760418,475.8829548429688,4.6528668858964135,0.0,24.97976040725,10.375,77.375
10_77,2026,Rabi,0.0063872254375,0.012774450875,0.009032900839646925,0.0,0.012774450875,10.375,77.375
10_78,2015,Kharif,4.203092698458462,130.29587365221232,6.1077142583560144,0.0,23.725739896297455,10.375,78.375
10_78,2015,Monsoon,1.9617140759431497,239.32911726506427,3.8324358135358296,0.0,20.75815338641405,10.375,78.375
10_78,2015,Rabi,2.864661659458916,607.3082718052901,6.0284713370526175,0.0,32.402268409729004,10.375,78.375
10_78,2016,Kharif,2.9000713483640745,89.9022117992863,5.445379936737098,0.0,27.80436331499368,10.375,78.375
10_78,2016,Monsoon,1.9884820738769151,242.59481301298365,3.8811389411575137,0.0,26.2898665741086,10.375,78.375
10_78,2016,Rabi,0.8198676894073476,174.63181784376502,3.278222075827714,0.0,34.36773955821991,10.375,78.375
10_78,2017,Kharif,4.135511218059447,128.20084775984287,5.211081769634756,0.0,16.80166034400463,10.375,78.375
10_78,2017,Monsoon,3.3474882069066716,408.39356124261394,6.340157389697098,0.0,37.80140048265457,10.375,78.375
10_78,2017,Rabi,1.2815562658481967,271.6899283598177,3.4212288770881694,0.0,30.202792406082153,10.375,78.375
10_78,2018,Kharif,3.3599460346834555,104.15832707518712,4.505954054256862,0.0,17.398192942142487,10.375,78.375
10_78,2018,Monsoon,1.8281876001255128,223.03888721531257,3.7215908523725765,0.0,20.464804837014526,10.375,78.375
10_78,2018,Rabi,1.5273826336488128,323.8051183335483,4.3504450125862375,0.0,29.698652118444443,10.375,78.375
10_78,2019,Kharif,6.208568323283426,192.4656180217862,9.754592420154204,0.0,36.17480719089508,10.375,78.375
10_78,2019,Monsoon,2.8512877171523257,347.85710149258375,5.3063066252466955,0.0,25.427706629037857,10.375,78.375
10_78,2019,Rabi,1.1123522358819105,235.818674006965,3.718665118844757,0.0,30.040204107761383,10.375,78.375
10_78,2020,Kharif,3.785371459254454,117.34651523688808,7.275037655666281,0.0,33.16259002685547,10.375,78.375
10_78,2020,Monsoon,3.897661623132766,475.5147180221975,6.372884945796966,0.0,25.804590524174273,10.375,78.375
10_78,2020,Rabi,1.683061639970702,358.4921293137595,5.211250561696026,0.0,41.66951334476471,10.375,78.375
10_78,2021,Kharif,8.056320932288203,249.7459489009343,10.690053580782472,0.0,51.563318490982056,10.375,78.375
10_78,2021,Monsoon,2.8473730493703338,347.3795120231807,5.559032581522052,0.0,31.130703628063202,10.375,78.375
10_78,2021,Rabi,2.837541730406712,601.5588468462229,6.89114822993898,0.0,53.496658623218536,10.375,78.375
10_78,2022,Kharif,5.2708469459246245,163.39625532366335,8.24339131722513,0.0,31.907359505072236,10.375,78.375
10_78,2022,Monsoon,3.4620139285250278,422.3656992800534,5.925232531676328,0.0,38.862143725156784,10.375,78.375
10_78,2022,Rabi,1.6285513054561924,345.2528767567128,4.7609395594609545,0.0,44.32894229888916,10.375,78.375
10_78,2023,Kharif,2.7964314617603385,86.6893753145705,4.153250188450861,0.0,13.167110834270716,10.375,78.375
10_78,2023,Monsoon,2.542508185950402,310.185998685949,4.616483012254423,0.0,25.65111631155014,10.375,78.375
10_78,2023,Rabi,1.9383447856522458,410.9290945582761,4.7546915055387595,0.0,32.19457617402077,10.375,78.375
10_78,2024,Kharif,8.701635946407864,269.7507143386438,9.85363256002697,0.015821044875000002,39.2112420625,10.375,78.375
10_78,2024,Monsoon,2.658379565830123,324.322307031275,4.717951941610335,0.0,18.7808159125,10.375,78.375
10_78,2024,Rabi,1.9831361434068075,422.40799854565,5.9743781226576855,0.0,58.4970953125,10.375,78.375
10_78,2025,Kharif,5.692116749909275,176.4556192471875,9.001930341014154,0.0,46.641403062500004,10.375,78.375
10_78,2025,Monsoon,1.9365807832763833,236.26285555971876,3.971045244268034,0.0,23.579982941875,10.375,78.375
10_78,2025,Rabi,1.5858002264499107,333.01804755448126,4.749817491730236,0.0,41.2169136875,10.375,78.375
10_78,2026,Rabi,0.0,0.0,0.0,0.0,0.0,10.375,78.375
10_79,2015,Kharif,5.127466192452614,158.95145196603104,7.314854118230325,0.0,23.519168160178445,10.5,79.29545454545455
10_79,2015,Monsoon,1.7519873581249295,213.74245769124138,3.899116553971939,0.0,21.011570150201972,10.5,79.29545454545455
10_79,2015,Rabi,4.652130260593921,986.2516152459112,11.230993935043399,0.0,63.37843270735307,10.5,79.29545454545455
10_79,2016,Kharif,1.881316280478606,58.32080469483679,3.8095907299542033,0.0,16.13958926634355,10.5,79.29545454545455
10_79,2016,Monsoon,1.7942232773118776,218.89523983204907,4.1918916369170605,0.0,22.51688541065563,10.5,79.29545454545455
10_79,2016,Rabi,1.5588792016744817,332.0412699566646,6.820709335995017,0.0,67.1116433577104,10.5,79.29545454545455
10_79,2017,Kharif,3.915035751514421,121.36610829694705,9.851625465665,0.0,55.04228548570113,10.5,79.29545454545455
10_79,2017,Monsoon,2.9249895135643054,356.84872065484524,5.8736550796946805,0.0,33.34754623066295,10.5,79.29545454545455
10_79,2017,Rabi,3.0419992410432464,644.9038391011683,8.62759765122382,0.0,52.08893723921342,10.5,79.29545454545455
10_79,2018,Kharif,6.292827179682744,195.07764257016507,9.732241116962772,0.0,39.419158068570226,10.5,79.29545454545455
10_79,2018,Monsoon,1.3355131793250892,162.93260787766087,3.2241589145513605,0.0,21.198096600445833,10.5,79.29545454545455
10_79,2018,Rabi,2.561986746969369,543.1411903575063,9.778691407160059,0.0,83.40908674760298,10.5,79.29545454545455
10_79,2019,Kharif,8.597520956785973,266.52314966036516,11.904463460815494,0.0,44.84528836337003,10.5,79.29545454545455
10_79,2019,Monsoon,2.9593575005926156,361.0416150722991,5.844313302690868,0.0,31.93705532767556,10.5,79.29545454545455
10_79,2019,Rabi,2.1136234219938417,448.0881654626944,8.126937330450957,0.0,79.85196165605025,10.5,79.29545454545455
10_79,2020,Kharif,1.9496003174143803,60.43760983984579,4.464783181234619,0.0,21.502180619673297,10.5,79.29545454545455
10_79,2020,Monsoon,2.660825265435455,324.6206823831255,5.691653385838936,0.0,32.81925816969438,10.5,79.29545454545455
10_79,2020,Rabi,3.590654123754162,764.8093283596364,12.283389337654931,0.0,115.89686064286666,10.5,79.29545454545455
10_79,2021,Kharif,9.531735937332304,295.4838140573014,11.1165810335451,0.0,36.150677160783246,10.5,79.29545454545455
10_79,2021,Monsoon,2.7818845023030496,339.38990928097206,5.613182047198594,0.0,44.74493356184526,10.5,79.29545454545455
10_79,2021,Rabi,5.375937610190508,1139.6987733603878,16.924895697279617,0.0,174.86671725186434,10.5,79.29545454545455
10_79,2022,Kharif,4.607502731213296,142.8325846676122,6.086171732032,0.0,22.21491778980602,10.5,79.29545454545455
10_79,2022,Monsoon,3.8440246041947432,468.9710017117587,7.637979929627351,0.0,39.74124943126332,10.5,79.29545454545455
10_79,2022,Rabi,3.507987460316403,743.6933415870775,9.486710962444583,0.0,88.28620980002664,10.5,79.29545454545455
10_79,2023,Kharif,3.1937583406780825,99.00650856102055,4.393416440110633,0.0,16.341044599359687,10.5,79.29545454545455
10_79,2023,Monsoon,2.086257883927045,254.5234618390995,4.312197420162386,0.0,25.864988153631035,10.5,79.29545454545455
10_79,2023,Rabi,3.606401703994774,764.5571612468921,8.81422632946269,0.0,61.43598140369762,10.5,79.29545454545455
10_79,2024,Kharif,7.046811949466275,218.45117043345454,8.743152768571413,0.0,37.90865790909091,10.5,79.29545454545455
10_79,2024,Monsoon,1.911401626552161,233.19099843936363,3.6652153090938673,0.0,24.523428136363638,10.5,79.29545454545455
10_79,2024,Rabi,4.333408369773794,923.0159827618181,12.710834410278322,0.0,85.78172954545454,10.5,79.29545454545455
10_79,2025,Kharif,8.339959077982405,258.5387314174545,11.669569340049216,0.0,41.35899463636363,10.5,79.29545454545455
10_79,2025,Monsoon,2.254044447171833,274.9934225549636,5.174867766400871,0.0,42.06059445454545,10.5,79.29545454545455
10_79,2025,Rabi,3.8567513846005195,809.9177907661091,11.829964150348154,0.0,94.54631927272727,10.5,79.29545454545455
10_79,2026,Rabi,0.07034774954545454,0.1406954990909091,0.09948674148960755,0.0,0.1406954990909091,10.5,79.29545454545455
11_75,2015,Kharif,9.919962313386701,307.51883171498775,13.58504432353484,0.0,55.372294017246794,11.5,75.60714285714286
11_75,2015,Monsoon,15.453936282894302,1885.3802265131048,18.481381911888082,0.0,97.48044313703265,11.5,75.60714285714286
11_75,2015,Rabi,2.5445041310172676,539.4348757756608,5.293424502860399,0.0,38.25999123709543,11.5,75.60714285714286
11_75,2016,Kharif,2.41910327359828,74.99220148154667,5.482281203429728,0.0,27.552236829485214,11.5,75.60714285714286
11_75,2016,Monsoon,13.118712522996812,1600.482927805611,12.87719635169096,0.0,70.48513357979911,11.5,75.60714285714286
11_75,2016,Rabi,1.3279907120345504,282.86202166335926,3.8876754351002742,0.0,35.747930833271575,11.5,75.60714285714286
11_75,2017,Kharif,6.440831028062352,199.6657618699329,7.326224018180233,0.0,22.967506953648158,11.5,75.60714285714286
11_75,2017,Monsoon,17.67993216520171,2156.9517241546087,16.911587020230574,0.0,83.14490018572126,11.5,75.60714285714286
11_75,2017,Rabi,1.8415366138690565,390.40576214024,4.6379592882555585,0.0,35.036674227033345,11.5,75.60714285714286
11_75,2018,Kharif,8.613546519441538,267.0199421026877,12.049064934845813,0.0,48.82997294834682,11.5,75.60714285714286
11_75,2018,Monsoon,23.098827302700183,2818.0569309294224,27.234280078057346,0.0,142.32330431256975,11.5,75.60714285714286
11_75,2018,Rabi,2.9654946388661703,628.6848634396281,6.997737140326042,0.0,58.77512196132115,11.5,75.60714285714286
11_75,2019,Kharif,14.958356350728993,463.7090468725988,15.401768177726131,0.0,57.36587796892439,11.5,75.60714285714286
11_75,2019,Monsoon,24.315302484644796,2966.4669031266653,29.798279985218656,0.12255425857646125,182.62927464076452,11.5,75.60714285714286
11_75,2019,Rabi,1.319412693873329,279.71549110114574,4.196659665054012,0.0,46.1490684236799,11.5,75.60714285714286
11_75,2020,Kharif,6.868113054177178,212.91150467949254,11.510723827814685,0.0,48.3436644417899,11.5,75.60714285714286
11_75,2020,Monsoon,23.919310979702153,2918.1559395236627,25.486200394241727,0.0,137.60062735421317,11.5,75.60714285714286
11_75,2020,Rabi,2.022607994981055,430.8155029309647,5.111286055464753,0.0,43.706346784319194,11.5,75.60714285714286
11_75,2021,Kharif,17.67222468863984,547.838965347835,25.500231135178563,0.06415310076304845,120.78421674455915,11.5,75.60714285714286
11_75,2021,Monsoon,15.346028390504088,1872.2154636414987,16.09560100742448,0.0,64.01344626290458,11.5,75.60714285714286
11_75,2021,Rabi,5.224390725667947,1107.5708338416048,14.535473355622411,0.0,143.31199537004744,11.5,75.60714285714286
11_75,2022,Kharif,4.493267807680342,139.29130203809058,6.0113046983713,0.0,19.372474806649343,11.5,75.60714285714286
11_75,2022,Monsoon,17.647499275640246,2152.99491162811,19.023680528788848,0.0,84.5119024004255,11.5,75.60714285714286
11_75,2022,Rabi,4.012545410488453,850.6596270235522,9.33327000887705,0.0,69.72096388680595,11.5,75.60714285714286
11_75,2023,Kharif,6.83866539499658,211.99862724489398,12.570845113245593,0.0,57.87551988874163,11.5,75.60714285714286
11_75,2023,Monsoon,15.453310117554095,1885.3038343415994,22.21784295007257,0.0,133.47232818603516,11.5,75.60714285714286
11_75,2023,Rabi,1.5068616453700039,319.45466881844084,4.69959927847051,0.0,42.282177788870676,11.5,75.60714285714286
11_75,2024,Kharif,9.846581225110599,305.2440179784286,16.805261639591173,0.0,78.04764899999999,11.5,75.60714285714286
11_75,2024,Monsoon,21.11884952522904,2576.499642077943,27.0008866279934,0.0,192.20617,11.5,75.60714285714286
11_75,2024,Rabi,3.2002179788475518,681.6464294945285,11.00178623219748,0.0,111.06342471428572,11.5,75.60714285714286
11_75,2025,Kharif,10.882111293516129,337.345450099,11.993352165889563,0.0,48.87774685714286,11.5,75.60714285714286
11_75,2025,Monsoon,20.343707678002342,2481.9323367162856,21.969664678720584,0.0,109.34719785714286,11.5,75.60714285714286
11_75,2025,Rabi,5.183336426258231,1088.5006495142286,18.10913562257305,0.0,130.82806,11.5,75.60714285714286
11_75,2026,Rabi,0.0,0.0,0.0,0.0,0.0,11.5,75.60714285714286
11_76,2015,Kharif,5.507397008774381,170.72930727200583,6.169147289055568,0.0,28.010597705841064,11.375,76.375
11_76,2015,Monsoon,6.868606174834164,837.969953329768,8.721441826883977,0.0,40.57975721731782,11.375,76.375
11_76,2015,Rabi,3.213267573408062,681.2127255625091,5.6866190305145095,0.0,29.51017427444458,11.375,76.375
11_76,2016,Kharif,2.007645331924,62.237005289644,5.011462161456277,0.0,24.644384652376175,11.375,76.375
11_76,2016,Monsoon,5.417022976115896,660.8768030861393,5.731756166350533,0.0,39.49005462229252,11.375,76.375
11_76,2016,Rabi,1.0066871850733852,214.42437042063102,2.5278085757699595,0.0,13.079418801702559,11.375,76.375
11_76,2017,Kharif,4.125698308730798,127.89664757065475,4.594365898979193,0.0,16.527416080236435,11.375,76.375
11_76,2017,Monsoon,8.752676894121086,1067.8265810827725,9.397060405163382,0.0,60.07252386212349,11.375,76.375
11_76,2017,Rabi,1.8452577209275849,391.194636836648,3.983021863748477,0.0,23.698566971346736,11.375,76.375
11_76,2018,Kharif,7.757540112196077,240.4837434780784,9.360143673284263,0.0,36.412807315588,11.375,76.375
11_76,2018,Monsoon,12.87277179875518,1570.478159448132,16.31076427918505,0.0,84.5283704996109,11.375,76.375
11_76,2018,Rabi,2.2835395308475026,484.1103805396706,4.413918437951445,0.0,32.28268873691559,11.375,76.375
11_76,2019,Kharif,13.65358531891158,423.261144886259,11.292449434341178,0.3891451368108392,45.92421096563339,11.375,76.375
11_76,2019,Monsoon,12.165770277396211,1484.2239738423377,20.008600234558212,0.03238635044544935,167.30404436588287,11.375,76.375
11_76,2019,Rabi,1.6886974579680991,358.00386108923703,3.727950966574195,0.0,28.254012316465378,11.375,76.375
11_76,2020,Kharif,3.356785241274103,104.0603424794972,5.439168801236577,0.0,26.80370555073023,11.375,76.375
11_76,2020,Monsoon,12.039254794946917,1468.789084983524,14.52504673193163,0.0,91.33036851882935,11.375,76.375
11_76,2020,Rabi,1.6908995168799525,360.1615970954299,3.6986906932627455,0.0,25.186003416776657,11.375,76.375
11_76,2021,Kharif,13.200725098711349,409.2224780600518,13.425493920680793,0.36529281362891197,55.95480224490166,11.375,76.375
11_76,2021,Monsoon,8.516479152178423,1039.0104565657675,8.175305051521425,0.0,39.37228390574455,11.375,76.375
11_76,2021,Rabi,3.552139748114091,753.0536266001873,6.8463786521300145,0.0,56.231660559773445,11.375,76.375
11_76,2022,Kharif,6.585930543035389,204.16384683409706,7.065274815169679,0.0,23.242712929844856,11.375,76.375
11_76,2022,Monsoon,12.05633226485129,1470.8725363118574,11.786679264907722,0.0,60.57168596982956,11.375,76.375
11_76,2022,Rabi,2.7539297884114893,583.8331151432358,5.067806423081233,0.0,34.03179067373276,11.375,76.375
11_76,2023,Kharif,6.352709059004536,196.93398082914064,8.06426359861778,0.0,33.157086953520775,11.375,76.375
11_76,2023,Monsoon,7.66935316646813,935.6610863091119,9.710624413462252,0.0,52.852515667676926,11.375,76.375
11_76,2023,Rabi,2.331446670243665,494.266694091657,5.378766864937323,0.0,39.661494851112366,11.375,76.375
11_76,2024,Kharif,7.291273706148186,226.02948489059375,5.589846101396549,0.0,24.4207554875,11.375,76.375
11_76,2024,Monsoon,11.592365743286884,1414.268620681,14.720915187057015,0.0,99.040345625,11.375,76.375
11_76,2024,Rabi,2.643991142516109,563.1701133559312,6.795853852483414,0.0,54.876492500000005,11.375,76.375
11_76,2025,Kharif,8.615950170950605,267.09445529946873,8.714578379635283,0.017271051687499997,32.5858839,11.375,76.375
11_76,2025,Monsoon,9.836573336062306,1200.0619469996013,11.214589492013264,0.0,53.776678662500004,11.375,76.375
11_76,2025,Rabi,3.5752061817220326,750.7932981616268,10.783109789444259,0.0,93.2399176875,11.375,76.375
11_76,2026,Rabi,0.0,0.0,0.0,0.0,0.0,11.375,76.375
11_77,2015,Kharif,3.603096510599097,111.695991828572,7.660082567861396,0.0,40.11156892776489,11.375,77.375
11_77,2015,Monsoon,1.890291706651266,230.61558821145445,4.30001384547646,0.0,26.34020970016718,11.375,77.375
